"file","MP","Ftrgt","Btrigger","period","risk","SSB","Fbar","Catch","Fbar.1","SSB_rel","Catch_rel","Fbar_rel","ICV"
"mp_0_0.rds","ICES_SAM",0,4000,"long-term",0,17753.4322082758,5.28902167838161e-155,1.537203454175e-150,5.28902167838161e-155,3.42320624910623,1.28975729929799e-153,2.30037455457219e-154,0.189922901849747
"mp_0_0.rds","ICES_SAM",0,4000,"short-term",0.126857142857143,9674.62332979041,5.29180409117114e-155,8.51649558550932e-151,5.29180409117114e-155,1.8880269474278,7.09978177255923e-154,2.29885838297848e-154,0.234005165458734
"mp_0_0.rds","ICES_SAM",0,4000,"all",0.126857142857143,13585.9796302138,5.29063974564457e-155,1.15894723014723e-150,5.29063974564457e-155,2.67241723548061,9.69928177677483e-154,2.29955037323154e-154,0.209591390912905
"mp_0_0.rds","ICES_SAM",0,5000,"long-term",0,17753.4322082758,5.28902167838161e-155,1.537203454175e-150,5.28902167838161e-155,3.42320624910623,1.28975729929799e-153,2.30037455457219e-154,0.189922901849747
"mp_0_0.rds","ICES_SAM",0,5000,"short-term",0.126857142857143,9674.62332979041,5.29180409117114e-155,8.51649558550932e-151,5.29180409117114e-155,1.8880269474278,7.09978177255923e-154,2.29885838297848e-154,0.234005165458734
"mp_0_0.rds","ICES_SAM",0,5000,"all",0.126857142857143,13585.9796302138,5.29063974564457e-155,1.15894723014723e-150,5.29063974564457e-155,2.67241723548061,9.69928177677483e-154,2.29955037323154e-154,0.209591390912905
"mp_0_0.rds","ICES_SAM",0,6000,"long-term",0,17753.4322082758,5.28902167838161e-155,1.537203454175e-150,5.28902167838161e-155,3.42320624910623,1.28975729929799e-153,2.30037455457219e-154,0.189922901849747
"mp_0_0.rds","ICES_SAM",0,6000,"short-term",0.126857142857143,9674.62332979041,5.29180409117114e-155,8.51649558550932e-151,5.29180409117114e-155,1.8880269474278,7.09978177255923e-154,2.29885838297848e-154,0.234005165458734
"mp_0_0.rds","ICES_SAM",0,6000,"all",0.126857142857143,13585.9796302138,5.29063974564457e-155,1.15894723014723e-150,5.29063974564457e-155,2.67241723548061,9.69928177677483e-154,2.29955037323154e-154,0.209591390912905
"mp_0_6200.rds","ICES_SAM",0,6200,"long-term",0,17753.4322082758,5.28902167838161e-155,1.537203454175e-150,5.28902167838161e-155,3.42320624910623,1.28975729929799e-153,2.30037455457219e-154,0.189922901849747
"mp_0_6200.rds","ICES_SAM",0,6200,"short-term",0.126857142857143,9674.62332979041,5.29180409117114e-155,8.51649558550932e-151,5.29180409117114e-155,1.8880269474278,7.09978177255923e-154,2.29885838297848e-154,0.234005165458734
"mp_0_6200.rds","ICES_SAM",0,6200,"all",0.126857142857143,13585.9796302138,5.29063974564457e-155,1.15894723014723e-150,5.29063974564457e-155,2.67241723548061,9.69928177677483e-154,2.29955037323154e-154,0.209591390912905
"mp_0_6500.rds","ICES_SAM",0,6500,"long-term",0,17753.4322082758,5.28902167838161e-155,1.537203454175e-150,5.28902167838161e-155,3.42320624910623,1.28975729929799e-153,2.30037455457219e-154,0.189922901849747
"mp_0_6500.rds","ICES_SAM",0,6500,"short-term",0.126857142857143,9674.62332979041,5.29180409117114e-155,8.51649558550932e-151,5.29180409117114e-155,1.8880269474278,7.09978177255923e-154,2.29885838297848e-154,0.234005165458734
"mp_0_6500.rds","ICES_SAM",0,6500,"all",0.126857142857143,13585.9796302138,5.29063974564457e-155,1.15894723014723e-150,5.29063974564457e-155,2.67241723548061,9.69928177677483e-154,2.29955037323154e-154,0.209591390912905
"mp_0_7000.rds","ICES_SAM",0,7000,"long-term",0,17753.4322082758,5.28902167838161e-155,1.537203454175e-150,5.28902167838161e-155,3.42320624910623,1.28975729929799e-153,2.30037455457219e-154,0.189922901849747
"mp_0_7000.rds","ICES_SAM",0,7000,"short-term",0.126857142857143,9674.62332979041,5.29180409117114e-155,8.51649558550932e-151,5.29180409117114e-155,1.8880269474278,7.09978177255923e-154,2.29885838297848e-154,0.234005165458734
"mp_0_7000.rds","ICES_SAM",0,7000,"all",0.126857142857143,13585.9796302138,5.29063974564457e-155,1.15894723014723e-150,5.29063974564457e-155,2.67241723548061,9.69928177677483e-154,2.29955037323154e-154,0.209591390912905
"mp_0.01_0.rds","ICES_SAM",0.01,0,"long-term",0,16506.3778203872,0.00975901058821001,188.999948085892,0.00975901058821001,3.18026103780166,0.156680657458154,0.0416944478835547,0.0634718355541178
"mp_0.01_0.rds","ICES_SAM",0.01,0,"short-term",0.126857142857143,9356.50028107949,0.00924807432907711,98.9999952205269,0.00924807432907711,1.82691710673181,0.0832012785768839,0.0397729161305353,0.1456307819695
"mp_0.01_0.rds","ICES_SAM",0.01,0,"all",0.126857142857143,12809.3703492786,0.00949629073067717,142.999951103284,0.00949629073067717,2.51597816360184,0.119747628398791,0.0407439247918501,0.0911680056144236
"mp_0.01_1000.rds","ICES_SAM",0.01,1000,"long-term",0,16505.801014964,0.00976037319822345,188.999951887919,0.00976037319822345,3.18031893715079,0.156576241303311,0.0416971729900674,0.0634507373220224
